,text,sentiment
10250,goldietaylor closing statements gopdebates ,Negative
10252,msgoddessrises anyone who uses gods name for hate is a wolf in sheeps clothing matthew 23115 cruz and huckabee are not men of g ,Negative
10253,ben carlson nailed it on his comments about race and our own country trying to divide us foxnews gopdebate gopdebates ,Positive
10255,supermanhotmale dr carson talking about race is like trump talking about money wrong gopdebates ,Negative
10256,yes respect like saying youll punch people in their faces gopdebates ,Negative
10257,wilberforce91 one of my favorite things about the gopdebates is how many of these candidates ive seen in person thanks libeyu amp ,Positive
10258,natemjensen walker god is cutting the uw budget talk to him gopdebates ,Negative
10259,we cut the military and fight teachers gopdebates ,Negative
10260,ouleyendoye aaand the question about the racial divide goes to drum roll the only black man on stage gopdebates overit ,Negative
10261,rwsurfergirl why doesnt chris wallace ask the other politicans about their finances and where their money comes from gopdebate ,Negative
10262,salmasekela ben carson solidifying the black vote gopdebates ,Positive
10263,supermanhotmale dear fox news here is my closing argument none of the gop candidates said anything to help the suffering of women or ,Negative
10264,rwsurfergirl the candidates dont have to attack realdonaldtrump fox is doing it for them by stoping him from speaking gopdebate ,Negative
10265,fun watching realdonaldtrump sock it to foxnews amp so many other repoers who have lost their true noh go don gopdebates ,Positive
10266,wilberforce91 one of my favorite things about the gopdebates is how many of these candidates ive seen in person thanks libeyu amp ,Positive
10268,fox to presidential candidates so lets all talk about god for a second founding fathers jesus gopdebates ,Negative
10269,wilberforce91 one of my favorite things about the gopdebates is how many of these candidates ive seen in person thanks libeyu amp ,Positive
10270,ericstonestreet trump has cam hands gopdebates ,Negative
10271,mcmicha7 us military spending vs other nations via washingtonpost gopdebates ,Negative
10272,we already heard you say you were appointed on 91011 enough gopdebates ,Negative
10273,natemjensen walker god is cutting the uw budget talk to him gopdebates ,Negative
10275,dr ben carson united not divided states of america gopdebate gopdebates ,Positive
10276,rwsurfergirl it is very disappointing that fox news is not conducting a fair amp balanced debate gopdebate gopdebates ,Negative
10277,wilberforce91 one of my favorite things about the gopdebates is how many of these candidates ive seen in person thanks libeyu amp ,Positive
10278,marymauldin hey foxnews how absolutely fearful are you of sentedcruz im lol at how you refuse to ask him questions gopdebat ,Negative
10280,monaeltahawy has any candidate received a word from god presidential hopefuls this is america christian brotherhood of america ,Negative
10281,this isnt the republican primary its so you think you can govern a new reality show debatewithbernie gopdebate gopdebates foxnews ,Negative
10284,monaeltahawy carson carson carson dammit man say the words racism and white supremacy to that audience blacklivematter gopdebat ,Negative
10285,salmasekela senator cruz any word from god just spit out my tequila damn you megyn kelly it was the expensive kind gopdebates ,Negative
10286,monaeltahawy has any candidate received a word from god presidential hopefuls this is america christian brotherhood of america ,Negative
10287,kasich is moving up gopdebates homerun ,Positive
10288,supermanhotmale dear ted cruz what do scriptures say about you lying about our very good president thats what i thought gopdebates ,Negative
10289,monaeltahawy can someone send this to gopdebates blacklivesmatter ,Negative
10290,msgoddessrises theres some cakebread in the fridge gopdebates break it open red or white love their chard ,Positive
10293,pboylen scottwalker russia amp china know more about hillary clintons emails than our own congress boom rednationraising gopdebates ,Positive
10295,rwsurfergirl is it just me or does anyone else want to punch chris wallace in the face gopdebate gopdebates ,Negative
10299,i have a headache from the massive eye roll that i just did due to that closing question gopdebates ,Negative
10300,carson playing the booker t washington card and preaching colorblindness gopdebates trdebates ,Negative
10303,supermanhotmale dear gov walker you have nothing to brag about you fucked your state of wisconsin and you suck koch bitchasspoli ,Negative
10304,dear fox news here is my closing argument none of the gop candidates said anything to help the suffering of women or kids gopdebates ,Negative
10305,monaeltahawy carson carson carson dammit man say the words racism and white supremacy to that audience blacklivematter gopdebat ,Negative
10306,gopdebates trump megynkelly still suppoing trump no matter how hard you tried to tear him down ,Positive
10307,rwsurfergirl is it just me or does anyone else want to punch chris wallace in the face gopdebate gopdebates ,Negative
10308,natemjensen walker god is cutting the uw budget talk to him gopdebates ,Negative
10309,on the low though the gop wouldnt be a factor if they didnt pander to that religion so much gopdebates ,Negative
10310,salmasekela ben carson solidifying the black vote gopdebates ,Positive
10311,well dr carsondid you just dance away any race issues in this country gopdebates foxnewsdebate hillary2016 ,Negative
10313,rwsurfergirl it is very disappointing that fox news is not conducting a fair amp balanced debate gopdebate gopdebates ,Negative
10314,jordular wham bam thank you ann how the paicipants of the gopdebates should be seen truthbomb ,Negative
10315,all this science talk is hot bencarson2016 gopdebates ,Positive
10316,ask everyone the questions about racegopdebates ,Negative
10317,kasich has the leastdead eyes of the bunch gopdebates ,Positive
10318,goldietaylor closing statements gopdebates ,Negative
10319,monaeltahawy has any candidate received a word from god presidential hopefuls this is america christian brotherhood of america ,Negative
10320,when ben carson talks about race gopdebates ,Negative
10322,did you notice scottwalker nodding in agreement when bencarson talked about operating on the brain gopdebates lzdebates ,Negative
10323,rwsurfergirl it is very disappointing that fox news is not conducting a fair amp balanced debate gopdebate gopdebates ,Negative
10324,rwsurfergirl why should realdonaldtrump pledge suppo to the gop when the establishment sold out to obama gopdebate gopdebates ,Negative
10325,natemjensen walker god is cutting the uw budget talk to him gopdebates ,Negative
10326,supermanhotmale dr carson talking about race is like trump talking about money wrong gopdebates ,Negative
10327,bencarson2016 we are the united states not the divided states gopdebates ,Negative
10329,rwsurfergirl it is very disappointing that fox news is not conducting a fair amp balanced debate gopdebate gopdebates ,Negative
10330,carson carson carson dammit man say the words racism and white supremacy to that audience blacklivematter gopdebates ,Negative
10331,lrihendry tedcruz headed into the presidential debates go ted gopdebates ,Positive
10332,i like ben gopdebates ,Positive
10333,sad that trump didnt get to answer that question gopdebates ,Negative
10334,supermanhotmale dr carson talking about race is like trump talking about money wrong gopdebates ,Negative
10336,msnbc should host the gopdebates and fox news should have the dems then youd get to watch megan kellys brain explode on live tv ,Negative
10338,scott walker is like carson i elect you as my first black friend gopdebates ,Positive
10339,rwsurfergirl it is very disappointing that fox news is not conducting a fair amp balanced debate gopdebate gopdebates ,Negative
10340,rwsurfergirl rubio and bush are a threat to this country gopdebate gopdebates ,Negative
